# 2016 12 15 14 25 14.36  11.8803  141.4615   12.00 -2.00  0.00  0.00  0.00          1
Y07        21.180   1.000   S
Y06        17.310   1.000   S
Y40        11.330   1.000   S
# 2016 12 25  9 36 47.85  12.1135  141.9727   20.60 -2.00  0.00  0.00  0.00         94
Y40         6.140   1.000   P
Y09         8.140   1.000   P
Y07         5.930   1.000   P
Y07         6.120   1.000   S
Y06         4.130   1.000   P
Y06         5.030   1.000   S
# 2016 12 25  9 43 42.27  11.6272  141.6698   23.20 -2.00  0.00  0.00  0.00         95
Y03        10.730   1.000   P
Y03        18.580   1.000   S
Y09        10.690   1.000   P
Y09        11.320   1.000   S
Y07        13.700   1.000   P
Y07        23.960   1.000   S
Y06         9.770   1.000   P
Y06        17.380   1.000   S
Y40         9.750   1.000   P
Y40        11.750   1.000   S
# 2016 12 25 13 27 52.45  12.1905  139.3552   10.00 -2.00  0.00  0.00  0.00         96
Y09        44.620   1.000   P
Y03        63.220   1.000   S
Y07        43.950   1.000   P
Y40        48.540   1.000   P
Y40        52.450   1.000   S
# 2016 12 25 16 20 37.79  11.8037  141.7628   46.10 -2.00  0.00  0.00  0.00         97
Y09         9.360   1.000   P
Y85        11.240   1.000   P
Y07        11.170   1.000   P
Y06         9.210   1.000   P
Y40         9.240   1.000   P
Y40        16.160   1.000   S
# 2016 12 25 16 52 19.94  12.0297  141.7545    5.00 -2.00  0.00  0.00  0.00         98
Y03        15.330   1.000   S
Y07         6.210   1.000   P
Y06         7.360   1.000   P
Y06        13.080   1.000   S
Y09         5.330   1.000   P
Y09         9.190   1.000   S
# 2016 12 25 20 14 35.54  14.3577  141.2987   10.00 -2.00  0.00  0.00  0.00         99
Y03        45.490   1.000   P
Y40        43.490   1.000   P
Y85        68.010   1.000   S
Y06        45.490   1.000   P
# 2016 12 25 20 30 34.11  11.9488  141.7022   10.00 -2.00  0.00  0.00  0.00        100
Y03         9.080   1.000   P
Y07         9.860   1.000   P
Y07         9.980   1.000   S
Y40         8.910   1.000   P
# 2016 12 25 21 23  7.02  12.0657  141.5177   22.00 -2.00  0.00  0.00  0.00        101
Y03         7.010   1.000   P
Y85         6.970   1.000   P
Y85        11.100   1.000   S
Y07         6.920   1.000   P
Y06         7.030   1.000   P
Y09         6.010   1.000   P
Y40         5.990   1.000   P
# 2017  1  1  0  3  0.31  13.6965  142.3135   10.00 -2.00  0.00  0.00  0.00        102
Y85        38.720   1.000   P
Y03        37.050   1.000   P
Y06        58.840   1.000   S
Y40        40.660   1.000   P
